211, 1591.79, 3791.66, 7285.36, 853.668, 0
212, 1591.79, 3783.44, 7195.3, 855.018, 0
213, 1591.79, 3775.06, 7870.31, 857.509, 0
214, 1591.79, 3762.88, 8342.71, 866.771, 0
215, 1591.79, 3752.38, 7794.47, 865.456, 0
216, 1591.79, 3761.07, 7982.32, 876.607, 0
217, 1591.79, 3772.47, 7402.06, 874.167, 0
218, 1591.79, 3786.89, 9167.97, 900.851, 0
219, 1591.79, 3767.59, 7356.6, 868.409, 0
220, 1591.79, 3744.97, 7356.6, 845.785, 0
221, 1591.79, 3734.34, 6795.19, 798.091, 0
222, 1591.79, 3740.21, 6952.73, 793.627, 0
223, 1591.79, 3749.32, 6730.45, 818.435, 0
224, 1591.79, 3745.51, 7527.34, 826.547, 0
225, 1591.79, 3747.59, 7870.44, 859.815, 0
226, 1591.79, 3746.65, 7557.78, 867.439, 0
227, 1591.79, 3745.79, 7425.95, 864.576, 0
228, 1591.79, 3744.34, 7780.13, 865.666, 0
229, 1591.79, 3735.25, 7084.5, 838.758, 0
230, 1591.79, 3724.4, 7267.43, 832.146, 0
231, 1591.79, 3708.08, 7347.13, 805.079, 0
232, 1591.79, 3721, 7409.48, 817.729, 0
233, 1591.79, 3734.59, 7329.75, 839.814, 0
234, 1575.69, 3735.69, 7589.75, 869.815, 0
235, 1575.69, 3714.72, 7006.13, 851.127, 0
236, 1575.69, 3724.58, 7441.6, 897.921, 0
237, 1575.69, 3739.29, 7043.26, 899.778, 0
238, 1575.69, 3745.4, 7931.58, 912.153, 0
239, 1575.69, 3757.08, 7442.62, 887.484, 0
240, 1575.69, 3728.15, 7086.06, 831.064, 0
241, 1575.69, 3715.6, 6625.19, 818.557, 0
242, 1575.69, 3717.55, 7371.62, 844.654, 0
243, 1575.69, 3714.02, 7024.34, 846.833, 0
244, 1575.69, 3701.5, 6846.42, 829.436, 0
245, 1575.69, 3699.58, 6977.78, 837.349, 0
246, 1575.69, 3690.02, 7093.18, 816.533, 0
247, 1575.69, 3689.2, 7093.18, 830.769, 0
248, 1575.69, 3676.95, 6713.39, 819.145, 0
249, 1575.69, 3683.58, 6814.22, 829.875, 0
0, 1622.74, 4238.3, 7461.08, 843.5, 0
1, 1622.74, 4231.48, 7487.87, 835.009, 0
2, 1622.74, 4233.36, 7436.18, 869.69, 0
3, 1622.74, 4232.84, 7114.63, 845.224, 0
4, 1622.74, 4243.09, 7869.21, 837.64, 0
5, 1622.74, 4241.15, 7340.42, 873.387, 0
6, 1622.74, 4231.29, 7640.91, 867.503, 0
7, 1622.74, 4232.27, 8045.67, 875.941, 0
8, 1622.74, 4215.51, 7687.1, 876.29, 0
9, 1622.74, 4201.22, 7538.76, 849.4, 0
10, 1622.74, 4211.21, 7980.03, 864.698, 0
11, 1622.74, 4214.62, 8623.53, 891.082, 0
12, 1622.74, 4210, 8371.97, 898.822, 0
13, 1622.74, 4216.65, 8371.97, 927.307, 0
14, 1622.74, 4225.66, 7627.24, 948.73, 0
15, 1622.74, 4226.21, 7627.24, 927.898, 0
16, 1622.74, 4232.6, 8288.45, 965.123, 0
17, 1622.74, 4225.63, 8095.36, 940.221, 0
18, 1622.74, 4223.04, 8192.04, 941.421, 0
19, 1622.74, 4207.79, 8006.41, 917.224, 0
20, 1622.74, 4189.58, 8006.41, 897.161, 0
21, 1622.74, 4206.35, 7596.39, 895.316, 0
22, 1622.74, 4197.21, 7647.59, 889.18, 0
23, 1622.74, 4179.59, 7676.99, 871.229, 0
24, 1622.74, 4161.83, 7869.36, 844.605, 0
25, 1622.74, 4151.83, 7736.95, 838.578, 0
26, 1622.74, 4149.13, 6804.34, 829.167, 0
27, 1622.74, 4166.52, 6921.76, 857.342, 0
28, 1622.74, 4170.86, 7247.74, 837.57, 0
29, 1622.74, 4173.58, 7262.29, 852.903, 0
30, 1622.74, 4180.8, 7262.29, 841.627, 0
31, 1622.74, 4181.2, 7340.98, 866.078, 0
32, 1622.74, 4157.36, 7068.76, 822.529, 0
33, 1622.74, 4151.32, 8324.32, 835.256, 0
34, 1622.74, 4147.03, 7334.66, 838.967, 0
35, 1622.74, 4162.84, 9172.16, 891.307, 0
36, 1622.74, 4166.97, 7319.44, 887.335, 0
37, 1622.74, 4148.06, 6901.36, 858.911, 0
38, 1622.74, 4158.07, 7246.57, 868.66, 0
39, 1622.74, 4156.47, 7055.85, 832.905, 0
40, 1622.74, 4138.94, 6707.57, 821.089, 0
41, 1622.74, 4133.29, 7624.28, 805.011, 0
42, 1622.74, 4138.44, 8113.08, 842.426, 0
43, 1622.74, 4141.95, 7276.56, 856.249, 0
44, 1622.74, 4142.38, 7341.36, 852.865, 0
45, 1622.74, 4141.49, 7237.36, 843.962, 0
46, 1622.74, 4127.38, 7230.65, 853.277, 0
47, 1622.74, 4123.15, 7115.03, 826.438, 0
48, 1622.74, 4142.11, 7628.46, 855.332, 0
49, 1622.74, 4126.34, 7044.69, 858.408, 0
50, 1622.74, 4111.29, 6986.51, 829.533, 0
51, 1622.74, 4099.75, 8040.2, 846.631, 0
52, 1622.74, 4106.37, 7296.21, 865.376, 0
53, 1622.74, 4096.08, 7409.83, 857.795, 0
54, 1622.74, 4089.46, 7940.03, 869.267, 0
55, 1622.74, 4104.68, 7966.68, 877.426, 0
56, 1622.74, 4106.28, 7831.72, 892.94, 0
57, 1622.74, 4091.04, 8363.22, 880.337, 0
58, 1622.74, 4084.39, 7679.44, 879.516, 0
59, 1622.74, 4082.52, 7771.47, 870.293, 0
60, 1622.74, 4071.64, 7487.19, 849.859, 0
61, 1622.74, 4066.84, 11017.2, 861.843, 0
62, 1622.74, 4067.36, 7078.03, 836.761, 0
63, 1622.74, 4075.64, 7048.01, 849.781, 0
64, 1622.74, 4081.53, 7498.4, 839.636, 0
65, 1622.74, 4083.04, 7093.04, 840.983, 0
66, 1622.74, 4073.46, 7974.41, 862.371, 0
67, 1622.74, 4089.51, 8301.53, 870.464, 0
68, 1622.74, 4079.47, 8246.55, 856.863, 0
69, 1622.74, 4068.56, 7224.3, 841.634, 0
70, 1622.74, 4072.26, 7585.5, 868.478, 0
71, 1622.74, 4057.55, 8164.45, 857.638, 0
72, 1622.74, 4058.47, 7636.24, 862.626, 0
73, 1622.74, 4060.12, 7472.31, 848.313, 0
74, 1622.74, 4046.37, 7717.88, 846.138, 0
75, 1622.74, 4035.84, 8063.5, 843.343, 0
76, 1622.74, 4056.2, 7794.91, 884.011, 0
77, 1622.74, 4053.14, 7619.47, 885.524, 0
78, 1622.74, 4051.21, 7215.82, 873.397, 0
79, 1622.74, 4045.32, 7789.57, 885.39, 0
80, 1622.74, 4043.52, 7293.81, 864.507, 0
81, 1622.74, 4038.07, 7526.83, 857.786, 0
82, 1622.74, 4030.25, 7649.48, 868.389, 0
83, 1622.74, 4028.78, 7402.65, 862.981, 0
84, 1622.74, 4031.97, 7385.64, 860.744, 0
85, 1622.74, 4040.17, 7235.59, 870.501, 0
86, 1622.74, 4043.96, 7740.14, 875.916, 0
87, 1622.74, 4043.51, 7716.44, 882.009, 0
88, 1622.74, 4024.97, 7340.7, 876.329, 0
89, 1622.74, 4010.78, 7419.89, 870.287, 0
90, 1622.74, 4002.12, 7419.89, 864.716, 0
91, 1622.74, 4014.59, 7437.45, 893.411, 0
92, 1622.74, 4011.4, 7925.19, 923.188, 0
93, 1622.74, 3996.23, 7310.34, 878.136, 0
94, 1622.74, 4018.94, 7576.93, 890.124, 0
95, 1622.74, 4013.91, 7634.75, 902.587, 0
96, 1622.74, 4023.01, 8014.45, 925.132, 0
97, 1622.74, 4023.8, 8626.04, 910.127, 0
98, 1622.74, 4010.78, 7633.95, 887.582, 0
99, 1622.74, 4011.57, 10551.8, 927.213, 0
100, 1622.74, 4012.73, 8133.7, 871.788, 0
101, 1622.74, 3993.16, 7965.28, 865.097, 0
102, 1622.74, 3988.79, 7686.99, 858.116, 0
103, 1622.74, 3990.74, 7780.92, 860.654, 0
104, 1622.74, 3986.45, 7425.19, 871.922, 0
105, 1622.74, 3982.96, 7385.45, 846.975, 0
106, 1622.74, 3979.59, 7576.2, 825.192, 0
107, 1622.74, 3998.02, 8529.24, 843.127, 0
108, 1622.74, 3989.84, 7554.99, 840.728, 0
109, 1622.74, 3983.54, 8415.5, 834.444, 0
110, 1622.74, 3975.93, 7296.2, 816.533, 0
111, 1622.74, 3982.81, 7774.42, 835.81, 0
112, 1622.74, 3984.98, 7360.96, 832.416, 0
113, 1622.74, 3999.65, 8067.31, 859.662, 0
114, 1622.74, 3993.15, 7203.48, 852.275, 0
115, 1622.74, 3980.83, 7069.83, 838.647, 0
116, 1622.74, 3990.31, 7400.48, 848.056, 0
117, 1622.74, 3990.3, 9157.41, 862.207, 0
118, 1622.74, 3988.5, 9139.89, 873.985, 0
119, 1622.74, 4003.95, 7852.79, 867.802, 0
120, 1622.74, 3993.65, 7782.25, 864.107, 0
121, 1622.74, 3976.08, 7122.6, 842.129, 0
122, 1622.74, 3978.97, 6951.2, 848.916, 0
123, 1622.74, 3962.26, 8155, 847.187, 0
124, 1622.74, 3964.21, 7200.13, 859.187, 0
125, 1622.74, 3962.12, 7481.84, 854.294, 0
126, 1622.74, 3949.04, 7325.63, 832.589, 0
127, 1622.74, 3946.81, 6978.94, 864.614, 0
128, 1622.74, 3948.09, 7229.03, 882.072, 0
129, 1622.74, 3949.05, 7566.63, 858.356, 0
130, 1622.74, 3953.2, 8083.22, 870.922, 0
131, 1622.74, 3945.39, 6970.41, 882.219, 0
132, 1622.74, 3935.07, 7340.34, 868.808, 0
133, 1622.74, 3945.83, 7234.26, 880.423, 0
134, 1622.74, 3924.74, 7364.15, 853.9, 0
135, 1622.74, 3934.25, 8053.05, 878.939, 0
136, 1622.74, 3943.41, 6981.38, 863.83, 0
137, 1622.74, 3938.51, 7469.84, 841.308, 0
138, 1622.74, 3938.16, 7486.04, 836.428, 0
139, 1622.74, 3938.32, 7560.67, 853.632, 0
140, 1622.74, 3920.75, 6791.01, 851.622, 0
141, 1622.74, 3925.14, 7186.62, 843.436, 0
142, 1622.74, 3919.17, 7633.16, 855.08, 0
143, 1622.74, 3903.54, 6388.95, 814.358, 0
144, 1622.74, 3895.5, 6416.56, 834.252, 0
145, 1622.74, 3895.77, 7390.14, 856.323, 0
146, 1622.74, 3905.54, 7535.5, 887.73, 0
147, 1622.74, 3901.61, 7335.79, 852.764, 0
148, 1622.74, 3895.73, 7149.26, 841.843, 0
149, 1622.74, 3900.86, 7629.67, 847.592, 0
150, 1622.74, 3910.3, 7658.47, 865.634, 0
151, 1622.74, 3903.82, 7166.55, 850.118, 0
152, 1622.74, 3902.09, 8259.29, 892.383, 0
153, 1622.74, 3916.88, 7766.97, 884.878, 0
154, 1622.74, 3914.21, 7980.14, 871.062, 0
155, 1622.74, 3904.72, 7920.55, 853.083, 0
156, 1622.74, 3885.4, 7733.51, 849.282, 0
157, 1622.74, 3874.07, 7369.61, 822.588, 0
158, 1622.74, 3878.95, 7167.22, 852.694, 0
159, 1622.74, 3884.97, 7205.39, 870.947, 0
160, 1622.74, 3875.56, 8145.89, 865.442, 0
161, 1622.74, 3862.4, 7278.67, 824.32, 0
162, 1622.74, 3853.11, 7987.13, 856.155, 0
163, 1622.74, 3857.55, 7987.13, 880.05, 0
164, 1622.74, 3859.31, 8063.04, 851.804, 0
165, 1622.74, 3850.87, 7475.97, 826.44, 0
166, 1622.74, 3862.47, 7004.61, 829.136, 0
167, 1622.74, 3862.9, 7384.11, 833.076, 0
168, 1622.74, 3867.31, 7012.11, 839.353, 0
169, 1622.74, 3854.54, 6786.36, 794.819, 0
170, 1622.74, 3853.99, 6673.26, 790.735, 0
171, 1622.74, 3848, 6837.45, 822.717, 0
172, 1622.74, 3848.47, 7143.52, 828.058, 0
173, 1622.74, 3846.04, 7699.93, 824.252, 0
174, 1622.74, 3822.94, 6722.97, 820.367, 0
175, 1622.74, 3835.32, 7705.03, 857.688, 0
176, 1622.74, 3831.47, 7112.17, 855.31, 0
177, 1622.74, 3839.34, 7871.6, 854.849, 0
178, 1622.74, 3846.12, 7218.54, 844.153, 0
179, 1622.74, 3852.44, 7356.01, 862.404, 0
180, 1622.74, 3846.08, 7256.45, 834.15, 0
181, 1622.74, 3848.82, 7642.18, 856.195, 0
182, 1622.74, 3842.61, 7150.1, 833.334, 0
183, 1622.74, 3838.37, 6661.46, 824.696, 0
184, 1622.74, 3835.75, 6661.46, 821.857, 0
185, 1622.74, 3843.35, 7066.54, 827.83, 0
186, 1622.74, 3834.09, 7506.48, 815.965, 0
187, 1622.74, 3810.24, 6922.56, 817.254, 0
188, 1591.79, 3817.75, 8428.43, 858.906, 0
189, 1591.79, 3827.5, 7523.15, 840.319, 0
190, 1591.79, 3812.29, 6956.46, 818.903, 0
191, 1591.79, 3809.42, 7152.4, 838.189, 0
192, 1591.79, 3808.47, 6925.39, 848.527, 0
193, 1591.79, 3815.2, 7475.26, 864.903, 0
194, 1591.79, 3804.8, 7475.26, 833.201, 0
195, 1591.79, 3807.92, 7109.79, 850.374, 0
196, 1591.79, 3815.64, 7072.25, 850.238, 0
197, 1591.79, 3792.16, 6833.69, 836.11, 0
198, 1591.79, 3802.96, 7515.38, 862.733, 0
199, 1591.79, 3798.64, 7207.14, 881.537, 0
200, 1591.79, 3789.73, 7075.92, 877.415, 0
201, 1591.79, 3800.24, 7554.66, 884.254, 0
202, 1591.79, 3793.97, 7592.51, 865.989, 0
203, 1591.79, 3785.94, 7462.95, 889.659, 0
204, 1591.79, 3777.49, 7221.9, 848.875, 0
205, 1591.79, 3777.5, 7028.26, 840.131, 0
206, 1591.79, 3780.63, 7220.71, 840.51, 0
207, 1591.79, 3784.14, 7263.53, 851.326, 0
208, 1591.79, 3795.87, 7629.99, 849.435, 0
209, 1591.79, 3791.43, 7768.69, 875.416, 0
210, 1591.79, 3793.59, 7629.99, 873.272, 0
211, 1591.79, 3791.66, 7285.36, 853.668, 0
212, 1591.79, 3783.44, 7195.3, 855.018, 0
213, 1591.79, 3775.06, 7870.31, 857.509, 0
214, 1591.79, 3762.88, 8342.71, 866.771, 0
215, 1591.79, 3752.38, 7794.47, 865.456, 0
216, 1591.79, 3761.07, 7982.32, 876.607, 0
217, 1591.79, 3772.47, 7402.06, 874.167, 0
218, 1591.79, 3786.89, 9167.97, 900.851, 0
219, 1591.79, 3767.59, 7356.6, 868.409, 0
220, 1591.79, 3744.97, 7356.6, 845.785, 0
221, 1591.79, 3734.34, 6795.19, 798.091, 0
222, 1591.79, 3740.21, 6952.73, 793.627, 0
223, 1591.79, 3749.32, 6730.45, 818.435, 0
224, 1591.79, 3745.51, 7527.34, 826.547, 0
225, 1591.79, 3747.59, 7870.44, 859.815, 0
226, 1591.79, 3746.65, 7557.78, 867.439, 0
227, 1591.79, 3745.79, 7425.95, 864.576, 0
228, 1591.79, 3744.34, 7780.13, 865.666, 0
229, 1591.79, 3735.25, 7084.5, 838.758, 0
230, 1591.79, 3724.4, 7267.43, 832.146, 0
231, 1591.79, 3708.08, 7347.13, 805.079, 0
232, 1591.79, 3721, 7409.48, 817.729, 0
233, 1591.79, 3734.59, 7329.75, 839.814, 0
234, 1575.69, 3735.69, 7589.75, 869.815, 0
235, 1575.69, 3714.72, 7006.13, 851.127, 0
236, 1575.69, 3724.58, 7441.6, 897.921, 0
237, 1575.69, 3739.29, 7043.26, 899.778, 0
238, 1575.69, 3745.4, 7931.58, 912.153, 0
239, 1575.69, 3757.08, 7442.62, 887.484, 0
240, 1575.69, 3728.15, 7086.06, 831.064, 0
241, 1575.69, 3715.6, 6625.19, 818.557, 0
242, 1575.69, 3717.55, 7371.62, 844.654, 0
243, 1575.69, 3714.02, 7024.34, 846.833, 0
244, 1575.69, 3701.5, 6846.42, 829.436, 0
245, 1575.69, 3699.58, 6977.78, 837.349, 0
246, 1575.69, 3690.02, 7093.18, 816.533, 0
247, 1575.69, 3689.2, 7093.18, 830.769, 0
248, 1575.69, 3676.95, 6713.39, 819.145, 0
249, 1575.69, 3683.58, 6814.22, 829.875, 0
